date,symbol,open,high,low,close,company_name,sector,volume,turnover,transactions,source,source_confidence
2021-07-05,RURU,898.0,910.0,895.0,905.0,,,1966.0,1773093.0,,aabishkar2_nepse_data,0.7
2021-07-06,RURU,905.0,945.0,892.0,910.0,,,1340.0,1227810.0,,aabishkar2_nepse_data,0.7
2021-07-07,RURU,893.0,907.0,893.0,907.0,,,600.0,540534.0,,aabishkar2_nepse_data,0.7
2021-07-08,RURU,907.0,925.0,896.0,902.0,,,2672.0,2432264.0,,aabishkar2_nepse_data,0.7
2021-07-11,RURU,901.0,930.0,900.0,909.0,,,2120.0,1933450.0,,aabishkar2_nepse_data,0.7
2021-07-12,RURU,915.0,920.0,902.0,903.0,,,2670.0,2421280.0,,aabishkar2_nepse_data,0.7
2021-07-13,RURU,903.0,910.0,900.0,910.0,,,771.0,697689.0,,aabishkar2_nepse_data,0.7
2021-07-14,RURU,900.0,928.0,900.0,915.0,,,1305.0,1187820.0,,aabishkar2_nepse_data,0.7
2021-07-15,RURU,905.0,930.0,900.0,906.0,,,4000.0,3620310.0,,aabishkar2_nepse_data,0.7
2021-07-18,RURU,924.1,940.0,900.0,939.0,,,2851.0,2634206.9,,aabishkar2_nepse_data,0.7
2021-07-19,RURU,930.0,930.0,912.0,920.0,,,1119.0,1032987.8,,aabishkar2_nepse_data,0.7
2021-07-20,RURU,903.0,937.0,903.0,930.0,,,1060.0,982347.0,,aabishkar2_nepse_data,0.7
2021-07-22,RURU,945.0,1000.0,941.0,967.0,,,16210.0,15839914.4,,aabishkar2_nepse_data,0.7
2021-07-25,RURU,986.0,986.0,947.0,967.0,,,5781.0,5553734.0,,aabishkar2_nepse_data,0.7
2021-07-26,RURU,955.0,970.0,950.0,950.1,,,2890.0,2753453.5,,aabishkar2_nepse_data,0.7
2021-07-27,RURU,940.0,1010.0,940.0,976.1,,,5827.0,5713956.0,,aabishkar2_nepse_data,0.7
2021-07-28,RURU,995.0,1025.0,975.0,1002.0,,,6938.0,6945198.5,,aabishkar2_nepse_data,0.7
2021-07-29,RURU,983.0,999.6,965.0,999.0,,,4385.0,4280664.5,,aabishkar2_nepse_data,0.7
2021-08-01,RURU,999.0,1005.0,961.0,989.0,,,5907.0,5841042.0,,aabishkar2_nepse_data,0.7
