date,symbol,open,high,low,close,volume,turnover,transactions,source,source_confidence
2021-04-25,JLI,953.0,998.0,860.0,873.0,366208.0,338562727.0,,aabishkar2_nepse_data,0.7
2021-04-26,JLI,873.0,873.0,820.0,822.0,90977.0,75693848.0,,aabishkar2_nepse_data,0.7
2021-04-27,JLI,822.0,901.0,788.0,863.0,54524.0,46452932.0,,aabishkar2_nepse_data,0.7
2021-04-28,JLI,900.0,900.0,843.0,851.0,25714.0,21970822.0,,aabishkar2_nepse_data,0.7
2021-04-29,JLI,889.0,889.0,828.0,842.0,31245.0,26256510.0,,aabishkar2_nepse_data,0.7
2021-05-02,JLI,842.0,842.0,830.0,834.0,41631.0,34713661.0,,aabishkar2_nepse_data,0.7
2021-05-03,JLI,834.0,845.0,828.0,829.0,34916.0,29021977.0,,aabishkar2_nepse_data,0.7
2021-05-04,JLI,829.0,830.0,817.0,824.0,24072.0,19848814.0,,aabishkar2_nepse_data,0.7
2021-05-05,JLI,824.0,830.0,817.0,819.0,30354.0,24873343.0,,aabishkar2_nepse_data,0.7
2021-05-06,JLI,779.0,826.0,779.0,812.0,28258.0,22991164.0,,aabishkar2_nepse_data,0.7
2021-05-09,JLI,812.0,812.0,795.0,798.0,32208.0,25760043.0,,aabishkar2_nepse_data,0.7
2021-05-10,JLI,798.0,805.0,786.0,801.0,31266.0,24890705.0,,aabishkar2_nepse_data,0.7
2021-05-11,JLI,801.0,829.0,791.0,826.0,36055.0,29484275.0,,aabishkar2_nepse_data,0.7
2021-05-12,JLI,835.0,835.0,810.0,817.0,14414.0,11816986.0,,aabishkar2_nepse_data,0.7
2021-05-13,JLI,817.0,820.0,810.0,811.0,16586.0,13470801.0,,aabishkar2_nepse_data,0.7
2021-05-16,JLI,815.0,892.0,810.0,865.0,85168.0,71671081.0,,aabishkar2_nepse_data,0.7
2021-05-17,JLI,875.0,895.0,865.0,880.0,140611.0,124391802.0,,aabishkar2_nepse_data,0.7
2021-05-18,JLI,890.0,890.0,867.0,875.0,61744.0,54551329.0,,aabishkar2_nepse_data,0.7
2021-05-19,JLI,875.0,880.0,849.0,859.0,50782.0,43689166.0,,aabishkar2_nepse_data,0.7
2021-05-20,JLI,851.0,869.0,846.0,852.0,43451.0,37249609.0,,aabishkar2_nepse_data,0.7
2021-05-23,JLI,810.0,870.0,810.0,851.0,47156.0,40343074.0,,aabishkar2_nepse_data,0.7
2021-05-24,JLI,850.0,853.0,835.0,842.0,28804.0,24288344.0,,aabishkar2_nepse_data,0.7
2021-05-25,JLI,800.0,877.0,800.0,853.0,56714.0,48817782.0,,aabishkar2_nepse_data,0.7
2021-05-27,JLI,812.0,860.0,812.0,842.0,30760.0,25865746.0,,aabishkar2_nepse_data,0.7
2021-05-30,JLI,842.0,864.0,833.0,840.0,40929.0,34645787.0,,aabishkar2_nepse_data,0.7
2021-05-31,JLI,850.0,858.0,833.0,833.0,41409.0,35053148.0,,aabishkar2_nepse_data,0.7
2021-06-01,JLI,860.0,860.0,821.0,825.0,17071.0,14169382.0,,aabishkar2_nepse_data,0.7
2021-06-02,JLI,866.0,866.0,810.0,827.0,31037.0,25598162.0,,aabishkar2_nepse_data,0.7
2021-06-03,JLI,822.0,846.0,822.0,824.0,25325.0,20943235.0,,aabishkar2_nepse_data,0.7
2021-06-06,JLI,822.0,832.0,818.0,823.0,23696.0,19502581.0,,aabishkar2_nepse_data,0.7
2021-06-07,JLI,822.0,835.0,819.0,821.0,29435.0,24211178.0,,aabishkar2_nepse_data,0.7
2021-06-08,JLI,817.0,846.0,816.0,844.0,66308.0,54691948.0,,aabishkar2_nepse_data,0.7
2021-06-09,JLI,845.0,860.0,832.0,833.0,33987.0,28673351.0,,aabishkar2_nepse_data,0.7
2021-06-10,JLI,835.0,850.0,825.0,827.0,18758.0,15570375.0,,aabishkar2_nepse_data,0.7
2021-06-13,JLI,815.0,837.0,815.0,822.0,30095.0,24861456.0,,aabishkar2_nepse_data,0.7
2021-06-14,JLI,822.0,840.0,819.0,823.0,28972.0,23832196.0,,aabishkar2_nepse_data,0.7
2021-06-15,JLI,840.0,840.0,818.0,820.0,23191.0,19046397.0,,aabishkar2_nepse_data,0.7
2021-06-16,JLI,805.0,820.0,800.0,812.0,29681.0,24021165.0,,aabishkar2_nepse_data,0.7
2021-06-17,JLI,812.0,820.0,801.0,812.0,18380.0,14943109.0,,aabishkar2_nepse_data,0.7
2021-06-20,JLI,820.0,820.0,794.0,799.0,25125.0,20144272.0,,aabishkar2_nepse_data,0.7
2021-06-21,JLI,787.0,800.0,780.0,781.0,23502.0,18517466.0,,aabishkar2_nepse_data,0.7
2021-06-22,JLI,790.0,795.0,779.0,793.0,14785.0,11623625.0,,aabishkar2_nepse_data,0.7
2021-06-23,JLI,800.0,800.0,778.0,778.0,15007.0,11772517.0,,aabishkar2_nepse_data,0.7
2021-06-24,JLI,740.0,785.0,740.0,768.0,16325.0,12599370.0,,aabishkar2_nepse_data,0.7
2021-06-27,JLI,768.0,783.0,760.0,768.0,16351.0,12477477.0,,aabishkar2_nepse_data,0.7
2021-06-28,JLI,760.0,777.0,760.0,763.0,10425.0,7978375.0,,aabishkar2_nepse_data,0.7
2021-06-29,JLI,761.0,765.0,751.0,751.0,13622.0,10321178.0,,aabishkar2_nepse_data,0.7
2021-06-30,JLI,747.0,750.0,728.0,744.0,16555.0,12170208.0,,aabishkar2_nepse_data,0.7
2021-07-01,JLI,731.0,753.0,731.0,742.0,15500.0,11533022.0,,aabishkar2_nepse_data,0.7
2021-07-04,JLI,750.0,755.0,735.0,742.0,14387.0,10655350.0,,aabishkar2_nepse_data,0.7
2021-07-05,JLI,742.0,745.0,731.0,733.0,10028.0,7362327.0,,aabishkar2_nepse_data,0.7
2021-07-06,JLI,730.0,735.0,722.0,725.0,12200.0,8861431.0,,aabishkar2_nepse_data,0.7
2021-07-07,JLI,722.0,725.0,717.0,723.0,11568.0,8331990.0,,aabishkar2_nepse_data,0.7
2021-07-08,JLI,711.0,734.0,711.0,730.0,11506.0,8321395.0,,aabishkar2_nepse_data,0.7
2021-07-11,JLI,735.0,756.0,730.0,756.0,14994.0,11188027.0,,aabishkar2_nepse_data,0.7
2021-07-12,JLI,793.0,793.0,739.0,741.0,15758.0,11838065.0,,aabishkar2_nepse_data,0.7
2021-07-13,JLI,740.0,755.0,730.0,744.0,8051.0,5975610.0,,aabishkar2_nepse_data,0.7
