date,symbol,open,high,low,close,company_name,sector,volume,turnover,transactions,source,source_confidence
2013-06-18,PFL,98.0,97.0,96.0,96.0,,,20.0,1930.0,,aabishkar2_nepse_data,0.7
2013-07-01,PFL,96.0,95.0,92.0,92.0,,,132.0,12316.0,,aabishkar2_nepse_data,0.7
2013-07-17,PFL,92.0,91.0,91.0,91.0,,,60.0,5460.0,,aabishkar2_nepse_data,0.7
2013-08-01,PFL,91.0,92.0,92.0,92.0,,,50.0,4600.0,,aabishkar2_nepse_data,0.7
2013-08-07,PFL,92.0,93.0,93.0,93.0,,,202.0,18786.0,,aabishkar2_nepse_data,0.7
2013-08-14,PFL,93.0,94.0,94.0,94.0,,,30.0,2820.0,,aabishkar2_nepse_data,0.7
2013-09-09,PFL,94.0,97.0,95.0,97.0,,,60.0,5760.0,,aabishkar2_nepse_data,0.7
2013-09-10,PFL,97.0,100.0,98.0,100.0,,,86.0,8514.0,,aabishkar2_nepse_data,0.7
2013-09-11,PFL,100.0,106.0,100.0,106.0,,,140.0,14360.0,,aabishkar2_nepse_data,0.7
2013-09-12,PFL,106.0,108.0,108.0,108.0,,,20.0,2160.0,,aabishkar2_nepse_data,0.7
2013-09-15,PFL,108.0,107.0,107.0,107.0,,,100.0,10700.0,,aabishkar2_nepse_data,0.7
2013-09-16,PFL,107.0,109.0,107.0,107.0,,,190.0,20530.0,,aabishkar2_nepse_data,0.7
2013-09-17,PFL,107.0,111.0,109.0,111.0,,,40.0,4400.0,,aabishkar2_nepse_data,0.7
2013-10-27,PFL,111.0,113.0,113.0,113.0,,,20.0,2260.0,,aabishkar2_nepse_data,0.7
2013-10-30,PFL,113.0,111.0,111.0,111.0,,,20.0,2220.0,,aabishkar2_nepse_data,0.7
2013-12-03,PFL,111.0,121.0,111.0,121.0,,,1984.0,228484.0,,aabishkar2_nepse_data,0.7
2013-12-04,PFL,121.0,127.0,123.0,127.0,,,471.0,58053.0,,aabishkar2_nepse_data,0.7
2013-12-05,PFL,127.0,129.0,127.0,129.0,,,3000.0,384000.0,,aabishkar2_nepse_data,0.7
