date,symbol,open,high,low,close,company_name,sector,volume,turnover,transactions,source,source_confidence
2020-03-12,HDHPC,96.0,96.0,88.0,88.0,,,1390.0,131710.0,,aabishkar2_nepse_data,0.7
2020-03-15,HDHPC,87.0,87.0,87.0,87.0,,,50.0,4350.0,,aabishkar2_nepse_data,0.7
2020-03-16,HDHPC,86.0,86.0,86.0,86.0,,,80.0,6880.0,,aabishkar2_nepse_data,0.7
2020-03-18,HDHPC,85.0,85.0,85.0,85.0,,,40.0,3400.0,,aabishkar2_nepse_data,0.7
2020-03-22,HDHPC,84.0,84.0,82.0,82.0,,,220.0,18240.0,,aabishkar2_nepse_data,0.7
2020-06-29,HDHPC,86.0,87.0,85.0,86.0,,,2190.0,186780.0,,aabishkar2_nepse_data,0.7
2020-06-30,HDHPC,85.0,88.0,85.0,88.0,,,1800.0,154510.0,,aabishkar2_nepse_data,0.7
2020-07-01,HDHPC,92.0,93.0,92.0,93.0,,,70.0,6460.0,,aabishkar2_nepse_data,0.7
2020-07-02,HDHPC,92.0,92.0,92.0,92.0,,,10.0,920.0,,aabishkar2_nepse_data,0.7
2020-07-05,HDHPC,91.0,91.0,89.0,91.0,,,350.0,31520.0,,aabishkar2_nepse_data,0.7
2020-07-06,HDHPC,90.0,90.0,90.0,90.0,,,70.0,6300.0,,aabishkar2_nepse_data,0.7
2020-07-07,HDHPC,89.0,89.0,89.0,89.0,,,100.0,8900.0,,aabishkar2_nepse_data,0.7
2020-07-08,HDHPC,93.0,93.0,90.0,90.0,,,190.0,17490.0,,aabishkar2_nepse_data,0.7
2020-07-09,HDHPC,94.0,96.0,89.0,95.0,,,6340.0,580350.0,,aabishkar2_nepse_data,0.7
2020-07-12,HDHPC,99.0,99.0,94.0,98.0,,,3520.0,337870.0,,aabishkar2_nepse_data,0.7
2020-07-13,HDHPC,102.0,102.0,98.0,98.0,,,180.0,17960.0,,aabishkar2_nepse_data,0.7
2020-07-14,HDHPC,102.0,107.0,98.0,102.0,,,3800.0,384980.0,,aabishkar2_nepse_data,0.7
2020-07-15,HDHPC,107.0,112.0,102.0,106.0,,,3680.0,385840.0,,aabishkar2_nepse_data,0.7
2020-07-16,HDHPC,104.0,104.0,104.0,104.0,,,30.0,3120.0,,aabishkar2_nepse_data,0.7
2020-07-20,HDHPC,102.0,102.0,102.0,102.0,,,100.0,10200.0,,aabishkar2_nepse_data,0.7
2020-07-21,HDHPC,100.0,100.0,92.0,92.0,,,206160.0,20579650.0,,aabishkar2_nepse_data,0.7
2020-07-22,HDHPC,92.0,98.0,86.0,97.0,,,1910.0,168280.0,,aabishkar2_nepse_data,0.7
2020-07-23,HDHPC,96.0,96.0,96.0,96.0,,,20.0,1920.0,,aabishkar2_nepse_data,0.7
2020-07-26,HDHPC,95.0,102.0,94.0,95.0,,,11360.0,1122190.0,,aabishkar2_nepse_data,0.7
2020-07-27,HDHPC,94.0,94.0,93.0,93.0,,,60.0,5630.0,,aabishkar2_nepse_data,0.7
2020-07-28,HDHPC,92.0,92.0,88.0,91.0,,,540.0,48520.0,,aabishkar2_nepse_data,0.7
2020-07-29,HDHPC,95.0,96.0,91.0,91.0,,,900.0,84600.0,,aabishkar2_nepse_data,0.7
2020-07-30,HDHPC,91.0,94.0,90.0,91.0,,,800.0,73250.0,,aabishkar2_nepse_data,0.7
2020-08-02,HDHPC,90.0,98.0,88.0,97.0,,,7960.0,739280.0,,aabishkar2_nepse_data,0.7
